artist,song,label,position,start_date,end_date
Samra,Harami,Universal Domestic Urban,9,26.04.2019,02.05.2019
Kontra K feat. Veysel,Blei,BMG,10,26.04.2019,02.05.2019
Avicii feat. Aloe Blacc,SOS,Universal,11,26.04.2019,02.05.2019
Bausa,Mary,Warner Music Germany,12,26.04.2019,02.05.2019
Mabel [UK],Don't Call Me Up,Polydor,13,26.04.2019,02.05.2019
Mero,Wolke 10,Groove Attack,14,26.04.2019,02.05.2019
Shindy,Affalterbach,SME - Friends With Money,15,26.04.2019,02.05.2019
Eno,Blackberry Sky,Alles Oder Nix Records,16,26.04.2019,02.05.2019
Imagine Dragons,Bad Liar,Interscope,17,26.04.2019,02.05.2019
Capital Bra x Samra,Wir ticken,Universal Domestic Urban,18,26.04.2019,02.05.2019
Luciano [DE],Millies,Universal Domestic Urban,19,26.04.2019,02.05.2019
KC Rebell feat. Summer Cem & Capital Bra,DNA,Rebell Army,20,26.04.2019,02.05.2019
Capital Bra,Prinzessa,Universal Domestic Urban,21,26.04.2019,02.05.2019
KC Rebell,Alleen,Rebell Army,22,26.04.2019,02.05.2019
Ava Max,Sweet But Psycho,Atlantic,23,26.04.2019,02.05.2019
Samra,Shoote ma Shoote,Universal Domestic Urban,24,26.04.2019,02.05.2019
Shirin David,Gib ihm,Shirin David Music,25,26.04.2019,02.05.2019
Capital Bra feat. Nimo,Bye Bye,Universal Domestic Urban,26,26.04.2019,02.05.2019
Gaullin,Moonlight,B1 Recordings,27,26.04.2019,02.05.2019
Ava Max,So Am I,Atlantic,28,26.04.2019,02.05.2019
C Arma,Yapma,C Arma,29,26.04.2019,02.05.2019
Fero47,Puerto Rico,SME - Epic,30,26.04.2019,02.05.2019
Capital Bra,Benzema,Universal Domestic Urban,31,26.04.2019,02.05.2019
Xavier Naidoo,Ich danke allen Menschen,SME - Naidoo Records,32,26.04.2019,02.05.2019
Post Malone,Wow.,Republic Records,33,26.04.2019,02.05.2019
Calvin Harris & Rag'n'Bone Man,Giant,SME - Columbia,34,26.04.2019,02.05.2019
Jonas Brothers,Sucker,Jonas Brothers Recording,35,26.04.2019,02.05.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,36,26.04.2019,02.05.2019
Lady Gaga & Bradley Cooper,Shallow,Interscope,37,26.04.2019,02.05.2019
Eno feat. Noah,Plaza,Alles Oder Nix Records,38,26.04.2019,02.05.2019
The Prince Karma,Later Bitches,Kontor Records,39,26.04.2019,02.05.2019
Bausa feat. Summer Cem,Guadalajara,Warner Music Germany,40,26.04.2019,02.05.2019
Robin Schulz feat. Erika Sirola,Speechless,Warner Music Germany,41,26.04.2019,02.05.2019
Ufo361,Pass auf wen du liebst,Stay High,42,26.04.2019,02.05.2019
Panic! At The Disco,High Hopes,Atlantic,43,26.04.2019,02.05.2019
Shirin David,ICE,Shirin David Music,44,26.04.2019,02.05.2019
Alec Benjamin,Let Me Down Slowly,Atlantic,45,26.04.2019,02.05.2019
Ariana Grande,7 Rings,Republic Records,46,26.04.2019,02.05.2019
Capital Bra,Capital Bra je m'appelle,Universal Domestic Urban,47,26.04.2019,02.05.2019
Lauv & Troye Sivan,I'm So Tired...,Lauv,48,26.04.2019,02.05.2019
Marshmello feat. Chvrches,Here With Me,MARSHMELLO,49,26.04.2019,02.05.2019
Capital Bra feat. Nash,Van der Vaart,Universal Domestic Urban,50,26.04.2019,02.05.2019
Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,51,26.04.2019,02.05.2019
Capital Bra,Steh auf,Universal Domestic Urban,52,26.04.2019,02.05.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,53,26.04.2019,02.05.2019
Luciano x Samra,Ya salame,Universal Domestic Urban,54,26.04.2019,02.05.2019
Capital Bra,Cabriolet,Universal Domestic Urban,55,26.04.2019,02.05.2019
Mero,Jay Jay,Groove Attack,56,26.04.2019,02.05.2019
KC Rebell feat. RAF Camora & Kontra K,In der Nacht,Rebell Army,57,26.04.2019,02.05.2019
Billie Eilish,Bury A Friend,Interscope,58,26.04.2019,02.05.2019
Mathea,2x,Earcandy Recordings,59,26.04.2019,02.05.2019
Capital Bra feat. Samra,Click Click,Universal Domestic Urban,60,26.04.2019,02.05.2019
Capital Bra,Schon ok,Universal Domestic Urban,61,26.04.2019,02.05.2019
Loud Luxury feat. Brando,Body,Kontor Records,62,26.04.2019,02.05.2019
Seeed,Ticket,BMG,63,26.04.2019,02.05.2019
P!nk,Walk Me Home,SME - RCA International,64,26.04.2019,02.05.2019
Kalim feat. Nimo,Bis um 3,Universal Domestic Urban,65,26.04.2019,02.05.2019
Kygo and Rita Ora,Carry On,SME - RCA International,66,26.04.2019,02.05.2019
BTS feat. Halsey,Boy With Luv,BigHit Entertainment,67,26.04.2019,02.05.2019
Sam Smith & Normani,Dancing With A Stranger,Capitol,68,26.04.2019,02.05.2019
Matt Simons,Open Up,Pias,69,26.04.2019,02.05.2019
Sido,Tausend Tattoos,Universal Domestic Urban,70,26.04.2019,02.05.2019
SDP feat. Capital Bra,Viva la Dealer,Berliner Plattenbau,71,26.04.2019,02.05.2019
Sarah Connor,Vincent,Universal Domestic Polydor,72,26.04.2019,02.05.2019
A Boogie Wit Da Hoodie,Look Back At It,Atlantic,73,26.04.2019,02.05.2019
Eno feat. MERO,Ferrari,Alles Oder Nix Records,74,26.04.2019,02.05.2019
Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,75,26.04.2019,02.05.2019
Marshmello & Bastille,Happier,Universal,76,26.04.2019,02.05.2019
Mero,Baller los,Groove Attack,77,26.04.2019,02.05.2019
Capital Bra,Sollte so sein,Universal Domestic Urban,78,26.04.2019,02.05.2019
Fero47,Jaja,Epic Domestic,79,26.04.2019,02.05.2019
Halsey,Without Me,Capitol,80,26.04.2019,02.05.2019
Alle Farben & Ilira,Fading,B1 Recordings,81,26.04.2019,02.05.2019
Dennis Lloyd,Never Go Back,SME - Arista,82,26.04.2019,02.05.2019
Leon Machère,Copacabana,PMR Music,83,26.04.2019,02.05.2019
Hugel feat. Amber Van Day,WTF,Warner Music Germany,84,26.04.2019,02.05.2019
Lena,Don't Lie To Me,Universal Domestic Polydor,85,26.04.2019,02.05.2019
KC Rebell feat. Ufo361,Kolibri,Rebell Army,86,26.04.2019,02.05.2019
Dominic Fike,3 Nights,SME - Columbia,87,26.04.2019,02.05.2019
Azet & Zuna,Fragen,KMN Gang,88,26.04.2019,02.05.2019
Mero,Hobby Hobby,Groove Attack,89,26.04.2019,02.05.2019
Mark Ronson feat. Miley Cyrus,Nothing Breaks Like A Heart,SME - Columbia,90,26.04.2019,02.05.2019
"David Guetta, Bebe Rexha & J Balvin",Say My Name,Parlophone Label Group,91,26.04.2019,02.05.2019
Post Malone & Swae Lee,Sunflower,Universal,92,26.04.2019,02.05.2019
"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",Taki Taki,Geffen Records,93,26.04.2019,02.05.2019
"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,SoulForce Records,94,26.04.2019,02.05.2019
Capital Bra,Kalt,Universal Domestic Urban,95,26.04.2019,02.05.2019
KC Rebell feat. Veysel,Für mich da,Rebell Army,96,26.04.2019,02.05.2019
Giant Rooks,Wild Stare,IRRSINN Tonträger,97,26.04.2019,02.05.2019
Khalid,Talk,SME - RCA International,98,26.04.2019,02.05.2019
Blackpink,Kill This Love,YG Entertainment,99,26.04.2019,02.05.2019
Dean Lewis,Be Alright,Universal,100,26.04.2019,02.05.2019
Lil Nas X,Old Town Road,SME - Columbia,1,03.05.2019,09.05.2019
Rammstein,Deutschland,Rammstein,2,03.05.2019,09.05.2019
Ufo361 feat. RIN,Next,Stay High,3,03.05.2019,09.05.2019
Rammstein,Radio,Rammstein,4,03.05.2019,09.05.2019
Billie Eilish,Bad Guy,Universal,5,03.05.2019,09.05.2019
Capital Bra feat. Summer Cem & KC Rebell,Rolex,Universal Domestic Urban,6,03.05.2019,09.05.2019
Capital Bra,Cherry Lady,Universal Domestic Urban,7,03.05.2019,09.05.2019
Daddy Yankee feat. Snow,Con calma,Universal,8,03.05.2019,09.05.2019
Avicii feat. Aloe Blacc,SOS,Universal,9,03.05.2019,09.05.2019
Mabel [UK],Don't Call Me Up,Polydor,10,03.05.2019,09.05.2019
LX & Maxwell,Mercy Mercy,187 Strassenbande,11,03.05.2019,09.05.2019
Taylor Swift feat. Brendon Urie of Panic! At The Disco,Me!,Taylor Swift Productions,12,03.05.2019,09.05.2019
KC Rebell,Quarterback,Rebell Army,13,03.05.2019,09.05.2019
Bausa,Mary,Warner Music Germany,14,03.05.2019,09.05.2019
Ardian Bujupi x Fero47,Wie im Traum,SME - Columbia Domestic,15,03.05.2019,09.05.2019
Dardan,Coco Mama,Universal Domestic Urban,16,03.05.2019,09.05.2019
Samra,Harami,Universal Domestic Urban,17,03.05.2019,09.05.2019
Imagine Dragons,Bad Liar,Interscope,18,03.05.2019,09.05.2019
Mero,Wolke 10,Groove Attack,19,03.05.2019,09.05.2019
Kontra K feat. Veysel,Blei,BMG,20,03.05.2019,09.05.2019
Ava Max,So Am I,Atlantic,21,03.05.2019,09.05.2019
Ava Max,Sweet But Psycho,Atlantic,22,03.05.2019,09.05.2019
Shindy,Affalterbach,SME - Friends With Money,23,03.05.2019,09.05.2019
Eno,Blackberry Sky,Alles Oder Nix Records,24,03.05.2019,09.05.2019
Lady Gaga & Bradley Cooper,Shallow,Interscope,25,03.05.2019,09.05.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,26,03.05.2019,09.05.2019
Capital Bra x Samra,Wir ticken,Universal Domestic Urban,27,03.05.2019,09.05.2019
KC Rebell feat. Summer Cem & Capital Bra,DNA,Rebell Army,28,03.05.2019,09.05.2019
Gaullin,Moonlight,B1 Recordings,29,03.05.2019,09.05.2019
Capital Bra,Prinzessa,Universal Domestic Urban,30,03.05.2019,09.05.2019
Samra,Shoote ma Shoote,Universal Domestic Urban,31,03.05.2019,09.05.2019
Luciano [DE],Millies,Universal Domestic Urban,32,03.05.2019,09.05.2019
Shirin David,Gib ihm,Shirin David Music,33,03.05.2019,09.05.2019
Davin Herbrüggen,The River,Electrola,34,03.05.2019,09.05.2019
KC Rebell,Alleen,Rebell Army,35,03.05.2019,09.05.2019
Calvin Harris & Rag'n'Bone Man,Giant,SME - Columbia,36,03.05.2019,09.05.2019
C Arma,Yapma,C Arma,37,03.05.2019,09.05.2019
Jigzaw feat. Nimo,Wer,Alpha Empire,38,03.05.2019,09.05.2019
The Prince Karma,Later Bitches,Kontor Records,39,03.05.2019,09.05.2019
Alec Benjamin,Let Me Down Slowly,Atlantic,40,03.05.2019,09.05.2019
Jonas Brothers,Sucker,Jonas Brothers Recording,41,03.05.2019,09.05.2019
Post Malone,Wow.,Republic Records,42,03.05.2019,09.05.2019
Samra,Mosaik,Universal Domestic Urban,43,03.05.2019,09.05.2019
Capital Bra feat. Nimo,Bye Bye,Universal Domestic Urban,44,03.05.2019,09.05.2019
Panic! At The Disco,High Hopes,Atlantic,45,03.05.2019,09.05.2019
Sarah Connor,Vincent,Universal Domestic Polydor,46,03.05.2019,09.05.2019
Robin Schulz feat. Erika Sirola,Speechless,Warner Music Germany,47,03.05.2019,09.05.2019
Capital Bra,Benzema,Universal Domestic Urban,48,03.05.2019,09.05.2019
P!nk,Walk Me Home,SME - RCA International,49,03.05.2019,09.05.2019
Fero47,Puerto Rico,SME - Epic Domestic,50,03.05.2019,09.05.2019
Lauv & Troye Sivan,I'm So Tired...,Lauv,51,03.05.2019,09.05.2019
Capo,Hadouken,Warner Music Germany,52,03.05.2019,09.05.2019
Ariana Grande,7 Rings,Republic Records,53,03.05.2019,09.05.2019
Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,54,03.05.2019,09.05.2019
Ufo361,Pass auf wen du liebst,Stay High,55,03.05.2019,09.05.2019
Marshmello feat. Chvrches,Here With Me,MARSHMELLO,56,03.05.2019,09.05.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,57,03.05.2019,09.05.2019
Mathea,2x,Earcandy Recordings,58,03.05.2019,09.05.2019
Billie Eilish,Bury A Friend,Interscope,59,03.05.2019,09.05.2019
Bausa feat. Summer Cem,Guadalajara,Warner Music Germany,60,03.05.2019,09.05.2019
Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,61,03.05.2019,09.05.2019
LX & Maxwell feat. Bonez MC,Lifestyle,187 Strassenbande,62,03.05.2019,09.05.2019
Matt Simons,Open Up,Pias,63,03.05.2019,09.05.2019
Capital Bra,Capital Bra je m'appelle,Universal Domestic Urban,64,03.05.2019,09.05.2019
Lena,Don't Lie To Me,Universal Domestic Polydor,65,03.05.2019,09.05.2019
Xavier Naidoo,Ich danke allen Menschen,SME - Naidoo Records,66,03.05.2019,09.05.2019
Eno feat. Noah,Plaza,Alles Oder Nix Records,67,03.05.2019,09.05.2019
Loud Luxury feat. Brando,Body,Kontor Records,68,03.05.2019,09.05.2019
Shirin David,ICE,Shirin David Music,69,03.05.2019,09.05.2019
Sam Smith & Normani,Dancing With A Stranger,Capitol,70,03.05.2019,09.05.2019
Dominic Fike,3 Nights,SME - Columbia,71,03.05.2019,09.05.2019
Kygo and Rita Ora,Carry On,SME - RCA International,72,03.05.2019,09.05.2019
Seeed,Ticket,BMG,73,03.05.2019,09.05.2019
Dennis Lloyd,Never Go Back,SME - Arista,74,03.05.2019,09.05.2019
Capital Bra feat. Nash,Van der Vaart,Universal Domestic Urban,75,03.05.2019,09.05.2019
Mero,Jay Jay,Groove Attack,76,03.05.2019,09.05.2019
Marshmello feat. Tyga & Chris Brown,Light It Up,Astralwerk,77,03.05.2019,09.05.2019
Sido,Tausend Tattoos,Universal Domestic Urban,78,03.05.2019,09.05.2019
Mark Ronson feat. Miley Cyrus,Nothing Breaks Like A Heart,SME - Columbia,79,03.05.2019,09.05.2019
Alle Farben & Ilira,Fading,B1 Recordings,80,03.05.2019,09.05.2019
Luciano x Samra,Ya salame,Universal Domestic Urban,81,03.05.2019,09.05.2019
Lil Dicky,Earth,Commission Records,82,03.05.2019,09.05.2019
